22.342491943910552, 114.1063927235278,  Depot
22.36227315265847, 114.10361660948956,  SS 1
22.3234033764155, 114.12684217995026,   SS 4
22.375261701018843, 114.13438088079552, SS 2
22.343545068622678, 114.14136607766905, SS 3
22.33822427081727, 114.17387247355848,  SS 7
22.368082195202224, 114.15969282099088, SS 9
22.31759079411552, 114.15637643989028,  SS 5
22.351362326132957, 114.19924421069759, SS 8
22.37637424184805, 114.19215076844846,  SS 10
22.324926085722446, 114.18456367197031, SS 6
22.32085282262895, 114.20541983541551,  SS 16
22.331951665624576, 114.22141670640484, SS 15
22.351990314702494, 114.23751694252047, SS 14
22.37548971559134, 114.25625691492414,  DPS 5
22.38220949834572, 114.22153170449994,  SS 12
22.404419112742975, 114.22166476957838, SS 13
22.40629324185689, 114.18639677775167,  SS 11
22.42626649257823, 114.23580869099433,  DPS 2
22.429079921480213, 114.20858493642253, DPS 1
22.417832316942295, 114.26754117316361, DPS 3
22.392240348514836, 114.27181981403993, DPS 4
22.293860730962187, 114.1703225673061,  SS 18
22.30775322300319, 114.19075159677502,  SS 17
22.302023993381738, 114.22776368775352, SS 20
22.320343943343428, 114.23644999679001, SS 19
22.33768313370624, 114.25948065345405,  DPS 6
22.32368875394661, 114.27112938400775,  DPS 7
22.309238155302072, 114.29025976251673, DPS 8
22.27613416974314, 114.29765029928092,  DPS 10
22.302582336916153, 114.25824558290878, SS 21
22.282728551163192, 114.26715311998963, DPS 9
22.28626144851018, 114.23985048784094,  SS 22
22.283773146568187, 114.1390022004165,  SS 25
22.2740752218805, 114.1172116815966,    DPS 16
22.25293366220474, 114.13493083495916,  SS 27
22.24719466854373, 114.15927433407408,  DPS 15
22.263879797956054, 114.14924699229981, SS 26
22.26377144604453, 114.19032684855037,  DPS 14
22.238853276240857, 114.20198185816048, SS 28
22.283275670872836, 114.1928389821612,  SS 24
22.28234984890044, 114.21583021495148,  SS 23
22.265748058366288, 114.23667027619753, DPS 11
22.23323263780613, 114.22647109249638,  SS 29
22.216506983570916, 114.20557051797311, DPS 13
22.208748956112323, 114.24652971494936, DPS 12
